shipment_id,carrier,mode,origin_port,dest_port,season,distance_km,planned_transit_days,origin_congestion_idx,dest_congestion_idx,customs_complexity,num_customs_stops,weather_risk,carrier_reliability_score,shipment_value_usd,is_hazmat,num_prior_shipments_route,is_delayed,delay_days
SHP100176,Evergreen,Road,Los_Angeles,Felixstowe,Q1,1591.9,4.1,0.579,0.766,0.549,1,0.389,0.7,4636.87,0,10,0,0.0
SHP100177,MaerskLine,Sea,Los_Angeles,Sydney,Q4,6647.2,13.5,0.782,0.333,0.632,0,0.578,0.85,70300.4,0,7,0,0.0
SHP100178,CMA_CGM,Sea,Antwerp,Durban,Q2,2606.9,7.2,0.714,0.3,0.586,1,0.057,0.75,2065.03,0,7,0,0.0
SHP100179,MSC,Sea,Rotterdam,Vancouver,Q4,11871.0,24.8,0.926,0.702,0.365,1,0.19,0.78,73897.16,0,4,1,25.03
SHP100180,CMA_CGM,Road,Dubai,Durban,Q3,1173.1,4.8,0.168,0.383,0.79,1,0.346,0.75,146475.94,0,4,1,18.69
SHP100181,CMA_CGM,Air,Hamburg,Santos,Q2,1698.2,3.8,0.202,0.243,0.941,0,0.955,0.75,2720.56,0,7,1,24.68
SHP100182,Hapag_Lloyd,Sea,Los_Angeles,Long_Beach,Q4,2046.0,6.4,0.782,1.183,0.908,1,0.143,0.82,2720.78,0,9,0,0.0
SHP100183,MaerskLine,Sea,Hong_Kong,Tokyo,Q2,3954.5,10.4,0.6,0.309,0.04,1,0.581,0.85,301228.23,0,7,0,0.0
SHP100184,Evergreen,Air,Dubai,Mumbai,Q4,1564.0,3.1,0.198,0.331,0.902,0,0.216,0.7,15606.83,0,15,0,0.0
SHP100185,Evergreen,Rail,Busan,Durban,Q3,2032.9,5.3,0.259,0.383,0.442,0,0.184,0.7,3691.41,0,6,0,0.0
SHP100186,Hapag_Lloyd,Sea,Antwerp,Tokyo,Q4,11537.4,24.6,1.07,0.464,0.558,1,0.098,0.82,1428.52,0,6,0,0.0
SHP100187,ONE_Line,Sea,Ningbo,Tokyo,Q3,13969.2,28.6,0.668,0.395,0.047,1,0.286,0.72,61965.86,0,6,1,13.1
SHP100188,Hapag_Lloyd,Sea,Ningbo,Santos,Q2,12541.8,24.4,0.523,0.243,0.588,0,0.332,0.82,119347.58,0,11,0,0.0
SHP100189,COSCO,Rail,Shanghai,Felixstowe,Q4,2432.1,8.5,0.54,1.034,0.06,1,0.416,0.68,29481.86,0,8,0,0.0
SHP100190,CMA_CGM,Rail,Singapore,Tokyo,Q3,568.2,3.6,0.99,0.395,0.553,0,0.21,0.75,94242.67,0,11,0,0.0
SHP100191,MaerskLine,Air,Singapore,Le_Havre,Q2,626.1,2.6,0.775,0.401,0.286,1,0.585,0.85,311403.7,0,8,1,23.51
SHP100192,CMA_CGM,Road,Ningbo,Sydney,Q3,841.7,3.5,0.668,0.284,0.165,0,0.791,0.75,11030.24,0,9,0,0.0
SHP100193,MaerskLine,Sea,Hong_Kong,Santos,Q1,892.7,3.1,0.666,0.27,0.886,1,0.663,0.85,64498.65,1,8,0,0.0
SHP100194,Hapag_Lloyd,Sea,Busan,Durban,Q4,15281.8,31.1,0.304,0.45,0.313,1,0.977,0.82,52765.64,1,11,0,0.0
SHP100195,Hapag_Lloyd,Sea,Rotterdam,Vancouver,Q1,7719.5,17.3,0.686,0.52,0.897,1,0.956,0.82,10509.75,0,4,1,10.81
SHP100196,CMA_CGM,Rail,Los_Angeles,Le_Havre,Q2,2101.9,8.0,0.521,0.401,0.683,0,0.501,0.75,52804.42,0,11,1,14.86
SHP100197,ONE_Line,Sea,Rotterdam,Sydney,Q1,1545.9,6.0,0.686,0.247,0.475,2,0.836,0.72,29538.74,0,14,0,0.0
SHP100198,ONE_Line,Sea,Hamburg,Long_Beach,Q4,5044.9,12.3,0.303,1.183,0.63,1,0.978,0.72,36162.28,1,5,1,4.7
SHP100199,MaerskLine,Sea,Antwerp,Sydney,Q2,1930.6,6.5,0.714,0.222,0.595,1,0.785,0.85,3548.48,0,11,0,0.0
SHP100200,COSCO,Sea,Hamburg,Sydney,Q2,3772.4,8.2,0.202,0.222,0.068,2,0.119,0.68,23726.72,0,6,0,0.0
SHP100201,MSC,Sea,Shanghai,Vancouver,Q2,9317.9,20.2,0.36,0.468,0.687,4,0.535,0.78,1374.97,0,12,0,0.0
SHP100202,MaerskLine,Sea,Rotterdam,Sydney,Q3,18153.3,35.5,0.788,0.284,0.33,0,0.953,0.85,1573.98,0,6,0,0.0
SHP100203,CMA_CGM,Rail,Shanghai,Santos,Q1,1679.4,4.6,0.4,0.27,0.955,0,0.86,0.75,3019.54,0,8,0,0.0
SHP100204,ONE_Line,Sea,Rotterdam,Long_Beach,Q2,4288.3,10.1,0.617,0.788,0.83,1,0.663,0.72,2229.06,0,10,1,34.42
SHP100205,ONE_Line,Sea,Hong_Kong,Felixstowe,Q3,12757.0,26.1,0.766,0.881,0.45,3,0.924,0.72,150534.04,0,16,1,1.03
SHP100206,Hapag_Lloyd,Sea,Dubai,Sydney,Q4,13955.9,27.3,0.198,0.333,0.056,1,0.387,0.82,1778.43,0,3,0,0.0
SHP100207,ONE_Line,Road,Los_Angeles,New_York,Q1,568.9,4.9,0.579,0.116,0.206,3,0.535,0.72,3543.07,0,10,0,0.0
SHP100208,COSCO,Sea,Hong_Kong,Durban,Q2,19250.2,37.3,0.6,0.3,0.489,2,0.762,0.68,143034.38,0,11,1,31.77
SHP100209,COSCO,Sea,Ningbo,Durban,Q2,12130.5,24.5,0.523,0.3,0.027,1,0.531,0.68,11785.98,0,10,0,0.0
SHP100210,Hapag_Lloyd,Air,Singapore,Santos,Q4,14698.3,6.1,1.162,0.364,0.731,2,0.342,0.82,53679.55,0,10,1,18.77
SHP100211,MSC,Rail,Busan,Mumbai,Q1,1942.4,5.5,0.225,0.245,0.212,0,0.322,0.78,31522.85,0,9,0,0.0
SHP100212,COSCO,Sea,Singapore,Durban,Q1,12535.3,26.7,0.861,0.333,0.728,3,0.667,0.68,46178.86,0,7,0,0.0
SHP100213,ONE_Line,Road,Singapore,Mumbai,Q2,1718.7,5.2,0.775,0.221,0.933,2,0.737,0.72,1366.87,0,6,0,0.0
SHP100214,ONE_Line,Sea,Shanghai,Long_Beach,Q4,15128.0,29.9,0.54,1.183,0.846,0,0.255,0.72,157606.83,0,10,1,29.45
SHP100215,MSC,Sea,Antwerp,Vancouver,Q1,17753.8,34.0,0.793,0.52,0.404,3,0.285,0.78,24422.41,0,5,1,3.59
SHP100216,CMA_CGM,Sea,Hong_Kong,Vancouver,Q3,2496.2,7.8,0.766,0.598,0.906,3,0.011,0.75,11667.25,0,6,0,0.0
SHP100217,MaerskLine,Sea,Singapore,Durban,Q4,18222.1,36.4,1.162,0.45,0.676,0,0.184,0.85,102611.63,0,5,1,10.0
SHP100218,Evergreen,Sea,Ningbo,Durban,Q1,6385.3,12.7,0.581,0.333,0.505,1,0.621,0.7,2263.08,1,7,0,0.0
SHP100219,CMA_CGM,Rail,Hamburg,Mumbai,Q1,1222.9,4.3,0.225,0.245,0.304,1,0.718,0.75,384502.6,0,10,0,0.0
SHP100220,MSC,Road,Los_Angeles,Mumbai,Q2,1475.5,4.2,0.521,0.221,0.355,1,0.583,0.78,221031.51,0,6,0,0.0
SHP100221,Evergreen,Rail,Rotterdam,Long_Beach,Q3,2738.8,8.6,0.788,1.007,0.582,2,0.475,0.7,11117.83,1,7,1,17.75
SHP100222,COSCO,Sea,Busan,New_York,Q2,16869.3,33.6,0.202,0.105,0.615,0,0.513,0.68,80200.59,1,2,0,0.0
SHP100223,MSC,Sea,Hong_Kong,Durban,Q1,3993.7,10.9,0.666,0.333,0.46,2,0.097,0.78,82680.61,0,2,0,0.0
SHP100224,Hapag_Lloyd,Road,Rotterdam,Santos,Q2,130.5,3.5,0.617,0.243,0.893,1,0.477,0.82,11330.48,0,11,0,0.0
SHP100225,MaerskLine,Road,Rotterdam,Durban,Q1,1237.6,4.6,0.686,0.333,0.73,1,0.074,0.85,2191.14,0,13,1,13.31
SHP100226,MSC,Sea,Dubai,New_York,Q3,8410.1,16.8,0.168,0.134,0.977,2,0.227,0.78,28644.66,0,10,0,0.0
SHP100227,COSCO,Rail,Busan,New_York,Q1,1563.1,4.9,0.225,0.116,0.009,0,0.511,0.68,15884.62,1,9,0,0.0
SHP100228,CMA_CGM,Rail,Antwerp,Felixstowe,Q3,1696.0,5.9,0.912,0.881,0.69,1,0.889,0.75,2874.98,0,5,1,18.99
SHP100229,Evergreen,Sea,Hong_Kong,Durban,Q1,5211.2,12.5,0.666,0.333,0.716,1,0.677,0.7,1610.93,0,7,0,0.0
SHP100230,MSC,Sea,Dubai,Vancouver,Q1,5787.3,13.8,0.146,0.52,0.722,0,0.509,0.78,2529.85,0,8,0,0.0
SHP100231,Hapag_Lloyd,Sea,Shanghai,Santos,Q4,5031.9,12.1,0.54,0.364,0.993,1,0.176,0.82,198272.42,0,8,0,0.0
SHP100232,ONE_Line,Air,Rotterdam,Felixstowe,Q4,7008.6,4.3,0.926,1.034,0.889,0,0.632,0.72,24648.89,0,6,1,23.39
SHP100233,ONE_Line,Sea,Hamburg,Santos,Q1,9053.7,17.6,0.225,0.27,0.5,1,0.807,0.72,4968.34,0,7,0,0.0
SHP100234,ONE_Line,Sea,Singapore,Le_Havre,Q4,2580.9,7.6,1.162,0.602,0.868,2,0.112,0.72,1474.18,0,9,1,33.2
SHP100235,Hapag_Lloyd,Road,Shanghai,Sydney,Q2,317.4,2.2,0.36,0.222,0.408,1,0.092,0.82,65232.93,0,8,1,9.13
SHP100236,ONE_Line,Road,Hong_Kong,Long_Beach,Q4,1254.1,6.1,0.9,1.183,0.338,5,0.307,0.72,1544.67,0,3,0,0.0
SHP100237,CMA_CGM,Road,Hong_Kong,Sydney,Q2,2819.2,7.2,0.6,0.222,0.446,1,0.254,0.75,48353.62,0,14,0,0.0
SHP100238,ONE_Line,Sea,Busan,New_York,Q1,7317.5,16.1,0.225,0.116,0.274,0,0.735,0.72,46812.22,0,8,0,0.0
SHP100239,CMA_CGM,Air,Hong_Kong,Sydney,Q1,15738.5,6.6,0.666,0.247,0.834,0,0.748,0.75,180794.54,0,7,0,0.0
SHP100240,COSCO,Sea,Shanghai,Vancouver,Q3,18462.3,37.5,0.46,0.598,0.222,0,0.754,0.68,5015.44,0,7,1,8.73
SHP100241,Evergreen,Sea,Dubai,Santos,Q4,9331.2,20.8,0.198,0.364,0.677,1,0.304,0.7,1916.21,0,6,0,0.0
SHP100242,Hapag_Lloyd,Sea,Dubai,Tokyo,Q1,1260.6,4.7,0.146,0.343,0.891,3,0.692,0.82,62677.73,1,11,1,11.31
SHP100243,MaerskLine,Sea,Singapore,Le_Havre,Q2,18288.1,36.2,0.775,0.401,0.721,0,0.719,0.85,1298.19,0,7,0,0.0
SHP100244,MSC,Road,Los_Angeles,Durban,Q4,2998.1,7.1,0.782,0.45,0.265,3,0.795,0.78,2476.19,1,7,0,0.0
SHP100245,COSCO,Sea,Dubai,Le_Havre,Q2,1866.3,4.6,0.132,0.401,0.12,2,0.843,0.68,15919.81,0,8,1,20.83
SHP100246,MSC,Road,Los_Angeles,Long_Beach,Q3,1927.1,5.8,0.666,1.007,0.144,0,0.017,0.78,207151.48,0,10,0,0.0
SHP100247,MSC,Sea,Rotterdam,Long_Beach,Q2,15135.6,30.8,0.617,0.788,0.146,1,0.982,0.78,10909.81,0,6,1,13.92
SHP100248,MSC,Sea,Dubai,New_York,Q2,9109.3,18.0,0.132,0.105,0.291,2,0.594,0.78,82109.06,0,9,0,0.0
SHP100249,MaerskLine,Sea,Singapore,Le_Havre,Q1,18704.8,37.8,0.861,0.446,0.125,1,0.855,0.85,9438.33,0,8,0,0.0
SHP100250,COSCO,Sea,Singapore,Mumbai,Q1,8434.5,17.0,0.861,0.245,0.533,4,0.207,0.68,282204.52,0,10,0,0.0
SHP100251,ONE_Line,Rail,Ningbo,New_York,Q1,2548.1,6.5,0.581,0.116,0.52,0,0.081,0.72,61950.42,0,8,0,0.0
SHP100252,MSC,Sea,Shanghai,Tokyo,Q2,8293.3,19.0,0.36,0.309,0.536,1,0.701,0.78,1195.4,0,12,0,0.0
SHP100253,MaerskLine,Road,Busan,Long_Beach,Q2,872.1,2.7,0.202,0.788,0.119,2,0.735,0.85,198532.16,0,4,1,11.24
SHP100254,COSCO,Sea,Singapore,Tokyo,Q4,12515.6,26.6,1.162,0.464,0.903,1,0.274,0.68,7482.64,0,6,1,17.61
SHP100255,Hapag_Lloyd,Road,Ningbo,New_York,Q2,1653.5,5.2,0.523,0.105,0.848,1,0.49,0.82,176435.39,0,8,0,0.0
SHP100256,Hapag_Lloyd,Sea,Hong_Kong,New_York,Q4,13946.9,29.0,0.9,0.157,0.29,0,0.298,0.82,61955.47,0,6,0,0.0
SHP100257,Evergreen,Air,Hamburg,Long_Beach,Q3,1519.4,3.9,0.259,1.007,0.198,1,0.723,0.7,7445.4,0,4,1,11.33
SHP100258,MSC,Sea,Busan,Durban,Q1,13348.6,28.2,0.225,0.333,0.265,1,0.114,0.78,1122.72,1,9,0,0.0
SHP100259,Evergreen,Air,Hamburg,Long_Beach,Q2,12929.3,6.3,0.202,0.788,0.466,0,0.108,0.7,210154.47,0,8,0,0.0
SHP100260,ONE_Line,Sea,Los_Angeles,Long_Beach,Q3,7760.0,15.9,0.666,1.007,0.489,2,0.142,0.72,1505.61,0,6,1,3.63
SHP100261,COSCO,Sea,Shanghai,Sydney,Q3,2251.5,5.9,0.46,0.284,0.093,0,0.199,0.68,442013.4,0,6,1,1.24
SHP100262,MSC,Sea,Singapore,Long_Beach,Q4,1498.9,5.2,1.162,1.183,0.123,1,0.773,0.78,135811.49,0,7,1,11.18
SHP100263,COSCO,Sea,Hong_Kong,Durban,Q4,3603.6,8.6,0.9,0.45,0.419,1,0.216,0.68,4131.64,0,4,1,22.02
SHP100264,CMA_CGM,Sea,Los_Angeles,Felixstowe,Q3,12581.9,25.9,0.666,0.881,0.836,0,0.12,0.75,181538.5,0,9,0,0.0
SHP100265,MSC,Road,Antwerp,Mumbai,Q2,1157.2,5.6,0.714,0.221,0.195,3,0.208,0.78,33285.48,0,10,0,0.0
SHP100266,Evergreen,Sea,Shanghai,Sydney,Q4,9141.0,18.7,0.54,0.333,0.367,2,0.524,0.7,61350.83,0,9,0,0.0
SHP100267,MSC,Air,Ningbo,Felixstowe,Q3,9600.3,3.3,0.668,0.881,0.038,1,0.509,0.78,4716.15,0,8,1,9.26
SHP100268,Hapag_Lloyd,Road,Dubai,Tokyo,Q4,531.5,4.3,0.198,0.464,0.447,3,0.209,0.82,178241.25,0,9,0,0.0
SHP100269,Evergreen,Rail,Busan,Durban,Q3,408.1,2.3,0.259,0.383,0.69,0,0.892,0.7,89077.74,0,13,0,0.0
SHP100270,ONE_Line,Sea,Los_Angeles,New_York,Q4,17827.7,34.4,0.782,0.157,0.315,2,0.352,0.72,187106.25,0,8,0,0.0
SHP100271,MSC,Sea,Ningbo,Durban,Q4,14568.3,30.3,0.784,0.45,0.882,2,0.553,0.78,2182.99,0,4,0,0.0
SHP100272,MSC,Road,Hamburg,Vancouver,Q1,284.4,3.2,0.225,0.52,0.841,2,0.907,0.78,3454.57,0,6,1,12.7
SHP100273,Evergreen,Sea,Hamburg,Sydney,Q3,11167.7,23.3,0.259,0.284,0.754,2,0.728,0.7,48013.35,0,7,0,0.0
SHP100274,MaerskLine,Road,Busan,Santos,Q4,1292.9,3.8,0.304,0.364,0.524,4,0.658,0.85,6127.86,0,6,1,23.97
SHP100275,MaerskLine,Sea,Dubai,Santos,Q3,9698.1,21.5,0.168,0.31,0.676,3,0.359,0.85,189135.02,0,6,1,10.59
SHP100276,Hapag_Lloyd,Sea,Dubai,Le_Havre,Q1,14079.1,28.6,0.146,0.446,0.241,2,0.484,0.82,6422.87,0,3,0,0.0
SHP100277,MSC,Sea,Hamburg,Le_Havre,Q2,11750.3,22.8,0.202,0.401,0.356,2,0.42,0.78,31973.58,0,7,0,0.0
SHP100278,ONE_Line,Sea,Shanghai,Mumbai,Q2,5372.8,11.8,0.36,0.221,0.177,2,0.39,0.72,256369.56,0,12,0,0.0
SHP100279,MaerskLine,Sea,Hamburg,New_York,Q2,10843.3,22.7,0.202,0.105,0.59,1,0.306,0.85,25514.53,0,12,0,0.0
SHP100280,MSC,Sea,Hamburg,Felixstowe,Q3,10144.6,22.1,0.259,0.881,0.268,3,0.859,0.78,1868.03,0,6,0,0.0
SHP100281,MSC,Sea,Rotterdam,Long_Beach,Q1,15055.8,31.1,0.686,0.876,0.757,1,0.152,0.78,2396.84,0,6,0,0.0
SHP100282,MaerskLine,Rail,Rotterdam,Mumbai,Q1,146.8,2.4,0.686,0.245,0.352,0,0.073,0.85,125591.3,0,12,1,9.11
SHP100283,Hapag_Lloyd,Sea,Ningbo,Sydney,Q2,16563.0,33.7,0.523,0.222,0.415,0,0.438,0.82,4378.26,0,7,1,7.86
SHP100284,MaerskLine,Sea,Antwerp,Santos,Q1,11481.7,24.7,0.793,0.27,0.004,0,0.938,0.85,3061.06,0,10,0,0.0
SHP100285,Evergreen,Road,Ningbo,Sydney,Q3,2754.0,7.4,0.668,0.284,0.063,2,0.973,0.7,28686.44,0,7,0,0.0
SHP100286,Evergreen,Road,Hong_Kong,Tokyo,Q2,1335.8,5.1,0.6,0.309,0.599,0,0.4,0.7,117012.42,1,7,0,0.0
SHP100287,Evergreen,Sea,Shanghai,New_York,Q2,1613.4,4.3,0.36,0.105,0.219,1,0.8,0.7,92674.43,0,4,0,0.0
SHP100288,COSCO,Sea,Hong_Kong,Le_Havre,Q3,14340.8,28.5,0.766,0.512,0.52,2,0.811,0.68,3581.21,0,10,0,0.0
SHP100289,Hapag_Lloyd,Air,Singapore,Durban,Q2,2165.5,4.2,0.775,0.3,0.194,0,0.449,0.82,39897.39,0,7,0,0.0
SHP100290,ONE_Line,Road,Hong_Kong,Durban,Q1,681.8,4.4,0.666,0.333,0.315,1,0.264,0.72,14257.6,0,7,0,0.0
SHP100291,MSC,Sea,Rotterdam,Durban,Q3,18668.8,35.6,0.788,0.383,0.358,0,0.51,0.78,17387.3,0,6,0,0.0
SHP100292,COSCO,Air,Rotterdam,Felixstowe,Q4,1520.8,2.0,0.926,1.034,0.802,1,0.416,0.68,387364.8,0,8,1,57.02
SHP100293,MaerskLine,Sea,Ningbo,Durban,Q2,13254.5,26.6,0.523,0.3,0.159,0,0.446,0.85,1474.53,0,5,0,0.0
SHP100294,MaerskLine,Rail,Singapore,New_York,Q4,2734.3,6.7,1.162,0.157,0.468,1,0.414,0.85,6354.24,0,11,1,24.1
SHP100295,Hapag_Lloyd,Rail,Ningbo,Santos,Q2,484.2,4.0,0.523,0.243,0.509,1,0.326,0.82,18684.6,0,7,0,0.0
SHP100296,MSC,Sea,Shanghai,Le_Havre,Q3,8144.0,16.9,0.46,0.512,0.69,1,0.836,0.78,2013.55,0,4,1,21.17
SHP100297,CMA_CGM,Rail,Antwerp,Tokyo,Q1,321.3,3.8,0.793,0.343,0.617,0,0.009,0.75,140471.21,0,10,1,12.21
SHP100298,ONE_Line,Sea,Ningbo,Vancouver,Q1,10781.5,23.4,0.581,0.52,0.484,1,0.803,0.72,4826.09,0,8,0,0.0
SHP100299,CMA_CGM,Sea,Antwerp,Tokyo,Q4,19472.8,37.1,1.07,0.464,0.806,0,0.921,0.75,208251.55,0,4,1,11.1
SHP100300,MSC,Sea,Ningbo,Santos,Q4,13940.9,26.7,0.784,0.364,0.357,2,0.237,0.78,228317.83,0,5,0,0.0
SHP100301,ONE_Line,Sea,Rotterdam,Long_Beach,Q3,4229.9,10.2,0.788,1.007,0.908,1,0.693,0.72,33907.28,0,6,1,15.73
SHP100302,ONE_Line,Sea,Dubai,Sydney,Q2,18396.3,35.0,0.132,0.222,0.984,3,0.572,0.72,1448.69,0,7,1,11.56
SHP100303,ONE_Line,Sea,Busan,Santos,Q2,1867.0,7.0,0.202,0.243,0.5,1,0.624,0.72,2421.67,0,10,0,0.0
SHP100304,COSCO,Sea,Los_Angeles,Durban,Q1,18483.4,36.4,0.579,0.333,0.38,2,0.486,0.68,22688.12,0,9,0,0.0
SHP100305,MSC,Road,Singapore,Le_Havre,Q3,874.9,4.1,0.99,0.512,0.147,2,0.938,0.78,261326.89,1,8,0,0.0
SHP100306,Hapag_Lloyd,Rail,Hong_Kong,Le_Havre,Q3,1081.8,4.6,0.766,0.512,0.613,1,0.434,0.82,149726.73,0,6,1,15.71
SHP100307,ONE_Line,Air,Shanghai,Santos,Q4,1355.7,3.5,0.54,0.364,0.444,0,0.19,0.72,61066.64,0,6,0,0.0
SHP100308,MSC,Road,Busan,New_York,Q1,1857.4,6.1,0.225,0.116,0.054,0,0.623,0.78,3815.94,0,8,1,6.24
SHP100309,MSC,Road,Shanghai,Santos,Q1,2674.5,6.0,0.4,0.27,0.914,1,0.789,0.78,1322.5,1,5,0,0.0
SHP100310,MaerskLine,Sea,Ningbo,Sydney,Q4,10875.7,22.2,0.784,0.333,0.703,0,0.194,0.85,3973.45,0,8,0,0.0
SHP100311,COSCO,Sea,Hamburg,Tokyo,Q3,8784.2,17.4,0.259,0.395,0.123,3,0.646,0.68,1189.28,0,7,0,0.0
SHP100312,CMA_CGM,Road,Shanghai,Vancouver,Q2,547.0,4.6,0.36,0.468,0.515,0,0.694,0.75,24710.37,0,7,1,10.75
SHP100313,MSC,Sea,Shanghai,New_York,Q2,8764.3,18.9,0.36,0.105,0.025,2,0.062,0.78,2907.33,0,7,0,0.0
SHP100314,Evergreen,Sea,Shanghai,Mumbai,Q3,9962.5,20.7,0.46,0.282,0.305,0,0.086,0.7,79595.66,0,8,0,0.0
SHP100315,CMA_CGM,Sea,Hong_Kong,New_York,Q3,10648.9,22.9,0.766,0.134,0.005,0,0.912,0.75,114920.01,0,12,1,11.67
SHP100316,MaerskLine,Road,Shanghai,Sydney,Q1,2519.8,8.1,0.4,0.247,0.698,0,0.336,0.85,6980.08,0,5,0,0.0
SHP100317,Hapag_Lloyd,Air,Shanghai,Vancouver,Q1,19177.7,7.9,0.4,0.52,0.933,1,0.17,0.82,5598.45,0,13,0,0.0
SHP100318,Hapag_Lloyd,Sea,Antwerp,Durban,Q3,10022.0,20.2,0.912,0.383,0.549,2,0.721,0.82,56768.26,1,10,1,13.12
SHP100319,Hapag_Lloyd,Sea,Ningbo,New_York,Q2,15549.8,30.5,0.523,0.105,0.748,2,0.942,0.82,41046.7,0,10,0,0.0
SHP100320,Hapag_Lloyd,Road,Antwerp,Vancouver,Q4,896.9,4.8,1.07,0.702,0.094,3,0.412,0.82,4199.29,1,12,0,0.0
SHP100321,Hapag_Lloyd,Rail,Singapore,New_York,Q2,2672.1,8.8,0.775,0.105,0.374,0,0.735,0.82,6818.89,0,13,1,11.84
SHP100322,Hapag_Lloyd,Road,Busan,Le_Havre,Q3,2102.8,6.4,0.259,0.512,0.651,3,0.489,0.82,40918.31,0,5,0,0.0
SHP100323,MSC,Sea,Busan,Sydney,Q4,12983.8,25.0,0.304,0.333,0.484,2,0.89,0.78,33379.2,0,8,0,0.0
SHP100324,ONE_Line,Sea,Busan,Long_Beach,Q2,17483.9,33.8,0.202,0.788,0.77,2,0.518,0.72,35145.87,0,7,1,20.98
SHP100325,MaerskLine,Air,Ningbo,Felixstowe,Q3,12063.2,6.5,0.668,0.881,0.678,0,0.69,0.85,8637.58,0,5,1,18.79
SHP100326,Hapag_Lloyd,Sea,Dubai,Sydney,Q2,1911.3,7.3,0.132,0.222,0.223,3,0.931,0.82,1132.4,0,7,1,4.39
SHP100327,COSCO,Air,Antwerp,Mumbai,Q4,14851.1,5.2,1.07,0.331,0.463,0,0.171,0.68,93885.09,0,7,0,0.0
SHP100328,Evergreen,Road,Ningbo,Tokyo,Q1,1630.7,6.3,0.581,0.343,0.84,1,0.47,0.7,188622.4,0,11,0,0.0
SHP100329,ONE_Line,Road,Busan,New_York,Q3,1691.9,4.7,0.259,0.134,0.429,2,0.937,0.72,2942.9,0,5,1,5.61
SHP100330,CMA_CGM,Sea,Dubai,New_York,Q3,2516.2,6.9,0.168,0.134,0.23,1,0.941,0.75,251617.11,0,9,0,0.0
SHP100331,ONE_Line,Sea,Shanghai,Felixstowe,Q1,18164.1,36.5,0.4,0.766,0.471,1,0.73,0.72,2417.44,0,7,1,4.42
SHP100332,Evergreen,Sea,Ningbo,Tokyo,Q2,6152.7,12.2,0.523,0.309,0.575,1,0.183,0.7,14477.23,1,7,0,0.0
SHP100333,ONE_Line,Air,Los_Angeles,Sydney,Q2,15060.1,4.6,0.521,0.222,0.513,0,0.494,0.72,88542.64,0,11,0,0.0
SHP100334,Evergreen,Road,Shanghai,Felixstowe,Q1,478.0,4.3,0.4,0.766,0.395,2,0.537,0.7,1474.09,0,7,0,0.0
SHP100335,CMA_CGM,Sea,Rotterdam,New_York,Q2,17338.1,34.8,0.617,0.105,0.169,3,0.263,0.75,2278.64,0,8,1,13.03
SHP100336,COSCO,Sea,Hong_Kong,Vancouver,Q2,17928.6,35.2,0.6,0.468,0.669,1,0.039,0.68,213904.92,0,4,1,7.0
SHP100337,CMA_CGM,Sea,Rotterdam,Durban,Q3,18339.7,35.4,0.788,0.383,0.411,0,0.271,0.75,137084.92,0,9,0,0.0
SHP100338,MSC,Sea,Rotterdam,Santos,Q3,18214.5,34.4,0.788,0.31,0.72,1,0.923,0.78,33217.54,0,7,0,0.0
SHP100339,Evergreen,Sea,Hamburg,Sydney,Q2,14597.4,28.2,0.202,0.222,0.25,1,0.454,0.7,95881.55,0,4,1,4.54
SHP100340,CMA_CGM,Sea,Hamburg,Durban,Q3,19474.4,39.3,0.259,0.383,0.268,0,0.705,0.75,16414.48,0,5,0,0.0
SHP100341,MaerskLine,Sea,Antwerp,Santos,Q1,9872.6,20.6,0.793,0.27,0.632,0,0.949,0.85,3036.77,1,5,0,0.0
SHP100342,MSC,Sea,Dubai,Le_Havre,Q2,11325.6,23.8,0.132,0.401,0.533,3,0.739,0.78,232765.68,0,8,0,0.0
SHP100343,COSCO,Sea,Shanghai,Santos,Q3,16243.2,32.8,0.46,0.31,0.386,4,0.627,0.68,66745.29,0,7,1,5.1
SHP100344,MaerskLine,Road,Rotterdam,Long_Beach,Q1,1744.7,5.9,0.686,0.876,0.475,1,0.311,0.85,44106.23,0,7,0,0.0
SHP100345,CMA_CGM,Sea,Ningbo,Felixstowe,Q2,16564.1,31.4,0.523,0.689,0.943,1,0.712,0.75,11045.21,0,7,0,0.0
SHP100346,COSCO,Air,Hong_Kong,Vancouver,Q3,6319.8,4.3,0.766,0.598,0.288,0,0.731,0.68,1396.82,0,2,0,0.0
SHP100347,COSCO,Sea,Dubai,New_York,Q1,7029.0,14.8,0.146,0.116,0.02,0,0.695,0.68,2256.35,0,6,0,0.0
SHP100348,MaerskLine,Sea,Singapore,Tokyo,Q2,16311.1,33.6,0.775,0.309,0.927,2,0.106,0.85,68314.02,1,10,0,0.0
SHP100349,Hapag_Lloyd,Sea,Busan,Mumbai,Q2,12767.8,24.7,0.202,0.221,0.71,1,0.412,0.82,8084.48,0,8,1,12.9
SHP100350,Hapag_Lloyd,Sea,Hong_Kong,Felixstowe,Q3,12134.8,24.9,0.766,0.881,0.48,1,0.815,0.82,21343.99,0,5,0,0.0
SHP100351,CMA_CGM,Sea,Singapore,Felixstowe,Q3,2987.6,9.1,0.99,0.881,0.672,2,0.785,0.75,1919.44,0,8,1,23.65
SHP100352,CMA_CGM,Sea,Hong_Kong,Long_Beach,Q2,1068.8,4.8,0.6,0.788,0.396,0,0.867,0.75,96805.57,0,5,1,14.98
